,Alias,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate_Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub_Year,Pub_Date,Author,Title
5620,WCSTools,WCSTools,0,"catalog overplotted after fitting a FITS WCS TAN projection using <em>WCSTools</em>.Table1Aitoff all-sky=(1#x2212;SL)Table2WCS projections supported by <em>WCSTools</em>.CodeProjectionCodeProjectionPIXPixel WCSCOOConic OrthomorphicLINLinear and <em>WCSTools(Mink,</em> 2011) which perform sophisticated operations directly on FITS files. If we wish to display a FITS and something like <em>WCSTools(Mink,</em> 2011) IMHEAD to check out the metadata.4Standardizing metadata: world coordinate systemsThe",True,2015A&C....12..128M,2015arXiv150703646M,CfA,Astronomy and Computing,2015arXiv150703646M|2015A&C....12..128M|10.1016/j.ascom.2015.07.001|10.1016/j.ascom.2015.07.001|2015arXiv150703646M|arXiv:1507.03646,10.1016/j.ascom.2015.07.001,2015,2015-09-00,"Mink, Jessica D.",Astronomical data formats: What we have and how we got here
5621,WCSTools,WCSTools,0,"Astrophysical Observatory (SAO) <em>WCSTools</em> library (hereafter, <em>WCSTools)</em> <em>(http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;wcstools&#x2F;),</em> which implements <em>WCSTools.</em> Montage creates mosaics in response to the users specifications of output coordinate system, projection. The <em>WCSTools</em> library has been extended in Montage to support the HPX projection (although users FITS header used in the example in Tutorial 4. Montage uses a custom modification of the <em>WCSTools</em>",True,2017PASP..129e8006B,2017arXiv170202593B,Spitzer,Publications of the Astronomical Society of the Pacific,2017arXiv170202593B|2017PASP..129e8006B|10.1088/1538-3873/aa5456|10.1088/1538-3873/aa5456|2017arXiv170202593B|arXiv:1702.02593,10.1088/1538-3873/aa5456,2017,2017-05-00,"Berriman, G. Bruce",The Application of the Montage Image Mosaic Engine To The Visualization Of Astronomical Images
5622,WCSTools,WCSTools,0,"standard has provided a standard way of parameterizing that astrometry, and the <em>WCSTools</em> and SExtractor using <em>WCSTools</em> and the GSC-I catalog. The resulting image catalogs, with image coordinates and approximate right for each of the 1728 images with the center being the mean position of the objects found in that image. The <em>WCSTools</em>",False,2004ASPC..314..141M,2004adass..13..141M,CfA,Astronomical Data Analysis Software and Systems (ADASS) XIII,2004adass..13..141M|2004ASPC..314..141M|2004adass..13..141M,,2004,2004-07-00,"Mink, D. J.",A Comparison of Large All-Sky Catalogs
5623,WCSTools,WCSTools,0,":&#x2F;&#x2F;iraf.noao.edu.2 we relied on the <em>WCSTools</em> package3See the URLs: http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;<em>wcstools</em>.3 to pick up have been matched by the <em>WCSTools</em> IMWCS task with the corresponding HST Guide star Catalogue II (GSC-II) (Russell solution is then refined by means of the <em>WCSTools</em> SCAT and the IRAF CCFIND and CCMAP tasks. In particular,-II catalog, a default reference for <em>WCSTools</em> to set the astrometric solution. Other catalogs",True,2016AdSpR..57.1515B,2016arXiv160104719B,,Advances in Space Research,2016arXiv160104719B|2016AdSpR..57.1515B|10.1016/j.asr.2016.01.003|2016arXiv160104719B|arXiv:1601.04719|10.1016/j.asr.2016.01.003,10.1016/j.asr.2016.01.003,2016,2016-04-00,"Buzzoni, Alberto",Optical tracking of deep-space spacecraft in Halo L2 orbits and beyond: The Gaia mission as a pilot case
5624,WCSTools,WCSTools,0,"-used astrometric software packages, such as <em>WCSTools[7]</em> and SCAMP, all the astrometric results are expressed of distortion. <em>WCSTools</em> defined a set of CO_x_x coefficients, which can be used only by itself; while SCAMP For example, in the",False,2018ChA&A..42..267P,,,Chinese Astronomy and Astrophysics,2018ChA&A..42..267P|10.1016/j.chinastron.2018.04.006|10.1016/j.chinastron.2018.04.006,10.1016/j.chinastron.2018.04.006,2018,2018-04-00,"Ping, Yi-ding",The Representation of OTA Images' Astrometric Results with WCS-SIP Coefficientstwo
5625,WCSTools,WCSTools,0,"satisfies the preceding requirements. We also use <em>wcstools</em>-3.8 with PostgreSQL.8 To convert coordinates them into our databases. The source codes in the stored functions call some routines of <em>wcstools.</em> In the Web application using <em>wcstools</em> routines. 6. Stored functions that return multiple rows such as radial search, rectangular fLonStr2Deg(#x02018;12:02:00.00#x02019;) returns 180.5 in degrees. Stored functions written in C call routines of <em>wcstools,</em>",True,2011PASP..123..852Y,2011arXiv1107.5385Y,,Publications of the Astronomical Society of the Pacific,2011arXiv1107.5385Y|2011PASP..123..852Y|10.1086/660926|arXiv:1107.5385|2011arXiv1107.5385Y|10.1086/660926,10.1086/660926,2011,2011-07-00,"Yamauchi, C.",AKARI-CAS—Online Service for AKARI All-Sky Catalogues
5626,WCSTools,WCSTools,0,"in the same area selected from the Guide Star Catalogue using <em>WCSTools</em> operation scat. The coordinates in conducting this work: Starlink, IRAF, SExtractor, <em>WCSTools,</em> and Grace. IRAF is distributed by the National is provided by the UK Starlink Project, run by CCLRC on behalf of PPARC. <em>WCSTools</em> is provided by the SAO",False,2010SASS...29...29B,,,Society for Astronomical Sciences Annual Symposium,2010SASS...29...29B,,2010,2010-00-00,"Billings, Gary",Rapid Cadence Monitoring of epsilon Aurigae
5627,WCSTools,WCSTools,0,"and VBScripts for observations, and a Linux box with IDL, SExtractor, and <em>WCSTools</em> for reductions. Each night, with the smallest FWHM with SExtractor. A coordinate solution is performed on that image with <em>WCSTools</em> to locate",False,2009IAUS..253..408E,,,Transiting Planets,2009IAUS..253..408E|10.1017/S1743921308026793|10.1017/S1743921308026793,10.1017/S1743921308026793,2009,2009-02-00,"Eastman, J. D.",DEMONEX: The DEdicated MONitor of EXotransits
5628,WCSTools,WCSTools,0,"derivatives of the world coordinates with respect to the pixel coordinates. 1 http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;<em>wcstools</em> packages are IRAF2, <em>WCSTools,</em> WCSLib3, TERAPIX Software and the packages in the astronomy IDL library.",False,2012PASRB..11..253B,,,"Publications of the Astronomical Society ""Rudjer Boskovic""",2012PASRB..11..253B,,2012,2012-01-00,"Borisov, G.",Assigning WCS Standards to Rozhen Fits Archive. Preliminary Tests
5629,WCSTools,WCSTools,0,".net code. Then we iteratively improve this solution with <em>WCSTools</em> imwcs. Finally, we apply a 6th order We thus use <em>WCSTools</em> (Mink 2002) imwcs to iteratively reach a more precise solution. The Tycho 2 catalog",True,2011ASPC..442..273S,2011adass..20..273S|2011arXiv1102.4874S,CfA,Astronomical Data Analysis Software and Systems XX,2011adass..20..273S|2011arXiv1102.4874S|2011ASPC..442..273S|arXiv:1102.4874|2011adass..20..273S|2011arXiv1102.4874S,,2011,2011-07-00,"Servillat, M.",Correcting the Astrometry of DASCH Scanned Plates
5630,WCSTools,WCSTools,0,"including <em>WCSTools,</em> SAOImage, DS9, GAIA&#x2F;Starlink AST, IDL ASTROLIB, and Drizzle. We provide definitions of Technology and the Jet Propulsion Laboratory. 5 http:&#x2F;&#x2F;www.ipac.caltech.edu&#x2F;Skyview&#x2F; 6 http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;<em>wcstools</em>",False,2005ASPC..347..491S,2005adass..14..491S,,Astronomical Data Analysis Software and Systems XIV,2005adass..14..491S|2005ASPC..347..491S|2005adass..14..491S,,2005,2005-12-00,"Shupe, D. L.",The SIP Convention for Representing Distortion in FITS Image Headers
5631,WCSTools,WCSTools,0,"This is done using the WCS solution coefficients and XY2SKY subprogram in <em>WCSTools.</em> 4.2 WCS solution calculation can be easily defined in the form of right ascension &amp; declination pairs. <em>WCSTools</em> package (Mink 1997) determining the orbit of moving objects, such as artificial satellites and space debris. Mink DJ, <em>WCSTools:</em>",True,2013JASS...30..193P,,,Journal of Astronomy and Space Sciences,2013JASS...30..193P|10.5140/JASS.2013.30.3.193|10.5140/JASS.2013.30.3.193,10.5140/JASS.2013.30.3.193,2013,2013-09-00,"Park, Sun-youp",Development of a Data Reduction algorithm for Optical Wide Field Patrol
5632,WCSTools,WCSTools,0,"using the SExtractor program, then used the imwcs routine (both from the <em>WCSTools</em> package)5 in conjunction the lower limit of the Xhyphenraytoradio flux ratio is . 5 <em>WCSTools</em> documentation can be found at <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> 6 This calculator can be found at http:&#x2F;&#x2F;www",True,2005ApJ...630..228K,2005astro.ph..5260K,XMM|Gemini|Chandra|CfA,The Astrophysical Journal,2005astro.ph..5260K|10.1086/431784|2005ApJ...630..228K|arXiv:astro-ph/0505260|10.1086/431784|2005astro.ph..5260K,10.1086/431784,2005,2005-09-00,"Krauss, M. I.",M74 X-1 (CXOU J013651.1+154547): An Extremely Variable Ultraluminous X-Ray Source
5633,WCSTools,WCSTools,0,"parameters, to match those of each camera. <em>WCStools</em> (Mink 2006) is used to convert between pixel and world images <em>WCStools</em> is used to convert the pixel positions of the SExtractor data to celestial coordinates. to remove distorted or potentially poor quality images. Again <em>WCStools</em> is used to convert to celestial",True,2013AN....334..729M,2013arXiv1305.0573M,,Astronomische Nachrichten,2013arXiv1305.0573M|2013AN....334..729M|10.1002/asna.201311907|10.1002/asna.201311907|2013arXiv1305.0573M|arXiv:1305.0573,10.1002/asna.201311907,2013,2013-08-00,"Mawson, N. R.",STILT: System design and performance
5634,WCSTools,WCSTools,0,"methods [7] or <em>WCSTools</em> [8]. We confide to achieve these goals in a short period of time, <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> Proc. of SPIE Vol. 8444 84444E-8",False,2012SPIE.8444E..4ED,,,Ground-based and Airborne Telescopes IV,2012SPIE.8444E..4ED|10.1117/12.926013|10.1117/12.926013,10.1117/12.926013,2012,2012-09-00,"Di Rico, G.",Upgrading the TNT Telescope: remote observing and future perspectives
5635,WCSTools,WCSTools,0,"cataloguing using SExtractor followed by catalog matching and refinement using <em>WCSTools</em> (imwcs).:&#x2F;&#x2F;hea-www.harvard.edu&#x2F;RD&#x2F;ds9 OGCE, http:&#x2F;&#x2F;www.collab-ogce.org E. Bertin, http:&#x2F;&#x2F;terapix.iap.fr D. Mink, “<em>WCSTools</em> 3.0: More Tools of pacific, San Francisco, 2002, http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;<em>wcstools</em> A. Collister &amp; O. Lahav, “ANNz:",True,2006SPIE.6270E..23N,2006SPIE.6270E..68N|2006astro.ph..8246N,,Society of Photo-Optical Instrumentation Engineers (SPIE) Conference Series,2006SPIE.6270E..68N|2006astro.ph..8246N|2006SPIE.6270E..23N|10.1117/12.671017|10.1117/12.671017|arXiv:astro-ph/0608246|2006SPIE.6270E..68N|2006astro.ph..8246N,10.1117/12.671017,2006,2006-06-00,"Ngeow, C.",Cyber-infrastructure to support science and data management for the Dark Energy Survey
5636,WCSTools,WCSTools,0,of the <em>WCSTools</em> package.3 TABLE 2 Sample from the Photometric Catalog of Stars Found in This Study in the Region 3 The <em>WCSTools</em> package is available at CfA at <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools.</em>,False,2008ApJ...681..290S,2008arXiv0804.0543S,HST,The Astrophysical Journal,2008arXiv0804.0543S|10.1086/588722|2008ApJ...681..290S|2008arXiv0804.0543S|10.1086/588722|arXiv:0804.0543,10.1086/588722,2008,2008-07-00,"Schmalzl, Markus",The Initial Mass Function of the Stellar Association NGC 602 in the Small Magellanic Cloud with Hubble Space Telescope ACS Observations
5637,WCSTools,WCSTools,0,"Mink, D. J.1999. <em>WCSTools:</em> An image astrometry toolkit. In Astronomical Data Analysis Software",False,2000Icar..147..320G,,CfA|CFHT,Icarus,2000Icar..147..320G|10.1006/icar.2000.6463|10.1006/icar.2000.6463,10.1006/icar.2000.6463,2000,2000-09-00,"Gladman, B.","NOTE: The Discovery of Uranus XIX, XX, and XXI"
5638,WCSTools,WCSTools,0,"To get accurate astrometry at the plate edges we use <em>WCSTOOLS</em> to compare DPOSS catalogs with the USNO-A2 catalog,",False,2001ASPC..225..192M,2001vof..conf..192M,,Virtual Observatories of the Future,2001vof..conf..192M|2001ASPC..225..192M|2001vof..conf..192M,,2001,2001-00-00,"Mahabal, A. A.",Serving the Sky
5639,WCSTools,WCSTools,0,"order (cf. the limit of the <em>WCSTools</em> library, underlying DS9, is ninth order). FITS-file I&#x2F;O is handled (Ref. 10) • IPAC’s Skyview (http:&#x2F;&#x2F;www.ipac.caltech.edu&#x2F;Skyview) • <em>WCSTools,</em> which underlies SAOImage and DS9 image viewers <em>(http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;wcstools)</em> • StarLink, which underlies GAIA.",True,2012SPIE.8451E..1MS,,,Software and Cyberinfrastructure for Astronomy II,2012SPIE.8451E..1MS|10.1117/12.925460|10.1117/12.925460,10.1117/12.925460,2012,2012-09-00,"Shupe, David L.",More flexibility in representing geometric distortion in astronomical images
5640,WCSTools,WCSTools,0,"and <em>wcstools</em> (Mink 2006), used in conjunction with the USNO-B1.0 catalog (Monet et#x000A0;al. 2003). First, after an image is taken, the <em>wcstools</em> utility imwcs is run to find the World Coordinate System (WCS) keywords the SExtractor output is used with the <em>wcstools</em> utility immatch to match the objects found by SExtractor.",True,2009PASP..121..138L,2008arXiv0802.0303L,CfA,Publications of the Astronomical Society of the Pacific,2008arXiv0802.0303L|2009PASP..121..138L|10.1086/597516|2008arXiv0802.0303L|10.1086/597516|arXiv:0802.0303,10.1086/597516,2009,2009-02-00,"Lehner, M. J.",The Taiwanese-American Occultation Survey: The Multi-Telescope Robotic Observatory
5641,WCSTools,WCSTools,0,"using the <em>WCSTOOLS</em> task getfits based on the center coordinates, full axes size, and orientation from the HST data. First, a square cropped image was created using the <em>WCSTOOLS</em> task getfits based on the center using the <em>WCSTOOLS</em> task getfits centered on the RA and Dec coordinates of each system with a length and width equal",False,2015ApJS..218...29M,2016arXiv161105045M,Spitzer|HST,The Astrophysical Journal Supplement Series,2016arXiv161105045M|2015ApJS..218...29M|10.1088/0067-0049/218/2/29|10.1088/0067-0049/218/2/29|2016arXiv161105045M|arXiv:1611.05045,10.1088/0067-0049/218/2/29,2015,2015-06-00,"McQuinn, Kristen B. W.",The Panchromatic STARBurst IRregular Dwarf Survey (STARBIRDS): Observations and Data Archive
5642,WCSTools,WCSTools,0,"For the matches in all 12 fields, σavg (R)=0.043, σavg (CaH)=0.048, 2 The <em>WCStools</em> is a package written <em>http:&#x2F;&#x2F;tdcwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;</em> 3 σavg (R−I)=0.038, σavg (CaH−r)=0.054. Due to the fact that SARA data for this program",True,2008JSARA...2....2M,,,Journal of the Southeastern Association for Research in Astronomy,2008JSARA...2....2M,,2008,2008-05-00,"Mace, G. N.",The Luminosity Function of M Dwarf Stars in Selected Area 109
5643,WCSTools,WCSTools,0,"galaxies in these classes, leading to a second round of visual examination using software in the <em>WCStools</em> was found, the coordinates were determined interactively, with <em>WCStools</em> software. The success rate for this procedure",False,1999PASP..111..438F,1999astro.ph..4265F,CfA,Publications of the Astronomical Society of the Pacific,1999astro.ph..4265F|10.1086/316343|1999PASP..111..438F|10.1086/316343|arXiv:astro-ph/9904265|1999astro.ph..4265F,10.1086/316343,1999,1999-04-00,"Falco, Emilio E.",The Updated Zwicky Catalog (UZC)
5644,WCSTools,WCSTools,0,than that on February 25. 1 2 3 <em>WCSTools</em> are available at hhttp:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F; <em>wcstools&#x2F;i.</em> USNO,False,2008PASJ...60..285Y,,Subaru,Publications of the Astronomical Society of Japan,2008PASJ...60..285Y|10.1093/pasj/60.2.285|10.1093/pasj/60.2.285,10.1093/pasj/60.2.285,2008,2008-04-00,"Yamamoto, Naotaka",A Deep Sky Survey of Edgeworth Kuiper Belt Objects with an Improved Shift-and-Add Method
5645,WCSTools,WCSTools,0,"For example, #x0201C;scat#x0201D; in the <em>WCSTools</em> package (Mink 2006) is widely used in astronomical newly created stored functions that contain some codes of <em>wcstools</em>-3.8.3 Our kit provides",True,2011PASP..123.1324Y,2011arXiv1110.4206Y,,Publications of the Astronomical Society of the Pacific,2011arXiv1110.4206Y|2011PASP..123.1324Y|10.1086/663234|10.1086/663234|arXiv:1110.4206|2011arXiv1110.4206Y,10.1086/663234,2011,2011-11-00,"Yamauchi, Chisato",Development of 2MASS Catalog Server Kit
5646,WCSTools,WCSTools,0,"based on these stars, was calculated with the imwcs routine in the <em>WCSTools</em> package.6 The solution See http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;catalogs&#x2F;ua2.html. 6 Available from <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools.</em> 4. MODELS FOR THE RADIO",False,2004ApJ...606..853H,2004astro.ph..1394H,HST,The Astrophysical Journal,2004astro.ph..1394H|10.1086/383084|2004ApJ...606..853H|10.1086/383084|arXiv:astro-ph/0401394|2004astro.ph..1394H,10.1086/383084,2004,2004-05-00,"Hunt, Leslie K.",The Radio Continuum of the Metal-deficient Blue Compact Dwarf Galaxy SBS 0335-052
5647,WCSTools,WCSTools,0,"the database. In image processing the SExtractor (Bertin and Arnouts, 1996) and <em>WCSTools</em> (Mink, 1999) populations from optical surveysAdv. Space Res.34200411601165Mink, 1999Mink, D.J., 1999. <em>WCSTools:</em> an image",True,2017AdSpR..59.2501L,,,Advances in Space Research,2017AdSpR..59.2501L|10.1016/j.asr.2017.02.035|10.1016/j.asr.2017.02.035,10.1016/j.asr.2017.02.035,2017,2017-05-00,"Lu, Yao",Investigations of associated multi-band observations for GEO space debris
5648,WCSTools,WCSTools,0,"extracted sources from each QUIRC frame and correlated them with 2MASS sources using <em>WCSTools</em>.4 All frames See <em>http:&#x2F;&#x2F;tdchyphenwww.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> 4. RESULTS 4.1. Source Extraction and Photometry Prior to the source detection,",False,2003AJ....125.1537T,2002astro.ph.11521T,,The Astronomical Journal,2002astro.ph.11521T|2003AJ....125.1537T|10.1086/346277|10.1086/346277|2002astro.ph.11521T|arXiv:astro-ph/0211521,10.1086/346277,2003,2003-03-00,"Tsujimoto, Masahiro",Deep Near-Infrared Observations and Identifications of Chandra Sources in Orion Molecular Clouds 2 and 3
5649,WCSTools,WCSTools,0,was done using the imwcs task of WCSTools1616Package available at <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;software&#x2F;wcstools&#x2F;.</em> (Mink was converted to sky coordinates (R.A. and decl.) for individual images using the xy2sky task of <em>WCSTools.</em>,True,2010AJ....139.2026M,2010arXiv1003.2526M,CfA,The Astronomical Journal,2010arXiv1003.2526M|2010AJ....139.2026M|10.1088/0004-6256/139/5/2026|10.1088/0004-6256/139/5/2026|2010arXiv1003.2526M|arXiv:1003.2526,10.1088/0004-6256/139/5/2026,2010,2010-05-00,"Mondal, S.",The Taiwanese-American Occultation Survey Project Stellar Variability. II. Detection of 15 Variable Stars
5650,WCSTools,WCSTools,0,"which has the largest FOV. This image was astrometrized using the <em>WCStools</em> available at <em>http:&#x2F;&#x2F;tdc-www.harvard.edu&#x2F;wcstools&#x2F;,</em> allowing us to astrometrize our catalogs. To perform the photometric calibration, as a first",False,2013ApJ...767...62G,2013arXiv1302.3230G,Subaru,The Astrophysical Journal,2013arXiv1302.3230G|2013ApJ...767...62G|10.1088/0004-637X/767/1/62|arXiv:1302.3230|2013arXiv1302.3230G|10.1088/0004-637X/767/1/62,10.1088/0004-637X/767/1/62,2013,2013-04-00,"Garofalo, Alessia",Variable Stars in the Ultra-faint Dwarf Spheroidal Galaxy Ursa Major I
